"Period","Year","Month","Flow","Port","Region","Volume (10^3m3)","Volume (MCF)","Value (CN$)","Value (US$)","Price (CN$/GJ)","Price (US$/MMBTU)"
"04/01/2017","2017","April","Imports","Emerson","MidWest","6501.699535","229516.247444210359842","864907.65","643532.48","3.52","2.76"
"04/01/2017","2017","April","Imports","Huntingdon","West","3778.386651","133380.683137154121173","493785.50","367399.93","3.36","2.64"
"04/01/2017","2017","April","Imports","Iroquois","East","23801.169182","840204.166007715378222","3683449.97","2740662.18","4.05","3.18"
"04/01/2017","2017","April","Imports","Niagara Falls","East","543563.226279","19188304.730575998734810","76160956.60","56667378.42","3.65","2.87"
"04/01/2017","2017","April","Imports","Ojibway (Windsor)","MidWest","93227.600000","3291023.953820693706259","14863417.89","11059090.69","4.11","3.23"
"04/01/2017","2017","April","Imports","Sarnia","MidWest","119693.610291","4225299.574235098757969","17888417.92","13309834.76","3.96","3.11"
"04/01/2017","2017","April","Imports","Sarnia/Blue Water","MidWest","58703.809796","2072300.951855136148747","9422405.97","7010718.73","4.19","3.29"
"04/01/2017","2017","April","Imports","Sault Ste Marie","MidWest","1506.900000","53195.019457890188591","237428.00","176657.74","4.15","3.26"
"04/01/2017","2017","April","Imports","St Clair","MidWest","667485.030400","23562863.614027755028250","101354750.75","75412760.97","3.98","3.13"
"04/01/2017","2017","April","Imports","St Stephen","East","19201.057700","677815.805935080119060","2539868.08","1889782.80","3.50","2.75"
"04/01/2017","2017","April","Imports","Total","Total","2249829.714474","79421152.988508830888567","336135859.47","250101085.92","3.89","3.05"
"05/01/2017","2017","May","Exports","Aden","MidWest","9597.386100","338796.960869589774580","896794.52","659068.51","2.58","2.00"
"05/01/2017","2017","May","Exports","Brunswick","East","8783.929000","310081.142790978768589","1727408.21","1269499.68","4.98","3.86"
"05/01/2017","2017","May","Exports","Cardston","MidWest","70725.900000","2496692.299871786906449","8110178.60","5960298.82","2.98","2.31"
"05/01/2017","2017","May","Exports","Chippawa","East","601.246700","21224.586837542149347","92958.60","68316.75","4.04","3.13"
"05/01/2017","2017","May","Exports","Cornwall","East","4586.444600","161905.905992126473461","1117570.09","821319.98","6.39","4.95"
"05/01/2017","2017","May","Exports","Coutts","MidWest","9937.125700","350790.095538523233681","1145498.41","841844.94","3.00","2.33"
"05/01/2017","2017","May","Exports","East Hereford","East","122984.295474","4341463.926441267671657","20331053.78","14941613.72","4.34","3.36"
"05/01/2017","2017","May","Exports","Elmore","MidWest","1362133.854000","48084635.256341464792220","180605198.06","132729623.03","3.38","2.62"
"05/01/2017","2017","May","Exports","Emerson","MidWest","1265194.628634","44662587.356960502459739","171433041.06","125988859.45","3.56","2.76"
"05/01/2017","2017","May","Exports","Huntingdon","West","995664.055020","35147898.852153923490095","124629928.02","91592509.75","3.24","2.51"
"05/01/2017","2017","May","Exports","Iroquois","East","112617.747032","3975514.795056735705922","18401968.28","13523898.20","4.30","3.33"
"05/01/2017","2017","May","Exports","Kingsgate","West","1772026.619175","62554244.134921688346118","211633255.01","155532633.94","3.10","2.40"
"05/01/2017","2017","May","Exports","Monchy","MidWest","1168996.535272","41266702.130201243723458","135944213.46","99907557.48","3.06","2.37"
"05/01/2017","2017","May","Exports","Napierville","East","4755.147800","167861.291224463284174","846692.27","622247.57","4.67","3.62"
"05/01/2017","2017","May","Exports","Niagara Falls","East","30.000000","1059.028856418279685","Confidential","Confidential","Confidential","Confidential"
"05/01/2017","2017","May","Exports","North Portal","MidWest","8.000000","282.407695044874582","1080.00","793.71","2.70","2.09"
"05/01/2017","2017","May","Exports","Philipsburg","East","19713.500000","695905.512033391885862","2755287.00","2024904.09","3.66","2.84"
"05/01/2017","2017","May","Exports","Reagan Field","MidWest","274.900000","9704.234420979502849","28448.16","20907.00","2.22","1.72"
"05/01/2017","2017","May","Exports","Sprague","MidWest","9447.620000","333510.073482482250675","1650805.99","1213203.49","4.59","3.56"
"05/01/2017","2017","May","Exports","St Clair","MidWest","1629.912524","57537.479878451728052","246319.60","181024.18","3.92","3.04"
"05/01/2017","2017","May","Exports","St Stephen","East","19368.876000","683739.953346248778586","2466430.56","1812618.92","3.29","2.55"
"05/01/2017","2017","May","Exports","Total","Total","6959077.723031","245662137.424914854079781","884068802.49","649716177.33","3.30","2.56"
"05/01/2017","2017","May","Imports","Chippawa","East","100061.763000","3532276.481369564357888","13783633.56","10129810.80","3.60","2.79"
"05/01/2017","2017","May","Imports","Corunna","MidWest","38364.800000","1354314.342357200549000","5902799.09","4338060.62","3.95","3.06"
"05/01/2017","2017","May","Imports","Courtright","MidWest","328417.550000","11593455.413473106315190","51927351.09","38162233.48","4.07","3.15"
"05/01/2017","2017","May","Imports","Huntingdon","West","4968.625641","175397.264351959062179","537724.91","395182.56","2.78","2.16"
"05/01/2017","2017","May","Imports","Iroquois","East","9509.774665","335704.192942349293128","1402476.41","1030702.15","3.89","3.01"
"05/01/2017","2017","May","Imports","Niagara Falls","East","557151.927741","19667998.962893040909570","83051136.47","61035596.73","3.89","3.02"
"05/01/2017","2017","May","Imports","Ojibway (Windsor)","MidWest","81512.280000","2877461.889081553694171","13098681.75","9626428.86","4.13","3.20"
"05/01/2017","2017","May","Imports","Sarnia","MidWest","108899.382621","3844252.954725810368879","16046604.17","11792903.78","3.87","3.00"
"05/01/2017","2017","May","Imports","Sarnia/Blue Water","MidWest","2035.040000","71838.869465515196357","325496.45","239212.50","4.11","3.19"
"05/01/2017","2017","May","Imports","Sault Ste Marie","MidWest","485.300000","17131.556800659704375","76885.00","56504.01","4.15","3.22"
"05/01/2017","2017","May","Imports","St Clair","MidWest","498472.672341","17596564.804835102146848","75686063.33","55622887.72","3.97","3.08"
"05/01/2017","2017","May","Imports","St Stephen","East","18718.575000","660783.702534326655331","2565605.63","1885504.25","3.63","2.82"
"05/01/2017","2017","May","Imports","Total","Total","1748597.691009","61727180.434830188252916","264404457.85","194315027.45","3.94","3.05"
"06/01/2017","2017","June","Exports","Aden","MidWest","9235.672600","326028.126394387994283","841617.08","632889.97","2.51","1.99"
"06/01/2017","2017","June","Exports","Brunswick","East","9910.223000","349840.404351337765251","1660099.63","1248382.94","4.24","3.36"
"06/01/2017","2017","June","Exports","Cardston","MidWest","73664.400000","2600424.176357957401622","7182526.44","5401208.03","2.53","2.01"
"06/01/2017","2017","June","Exports","Chippawa","East","137.800000","4864.472547147964687","19415.00","14599.94","3.68","2.92"
"06/01/2017","2017","June","Exports","Cornwall","East","3031.662300","107020.595287180385090","666256.84","501020.33","5.76","4.57"
"06/01/2017","2017","June","Exports","Courtright","MidWest","275.500000","9725.414998107868443","39561.36","29749.86","3.70","2.94"
"06/01/2017","2017","June","Exports","Coutts","MidWest","13893.291700","490446.560697885895994","1346888.16","1012850.17","2.52","2.00"
"06/01/2017","2017","June","Exports","East Hereford","East","117103.369144","4133861.570243265988508","17977955.56","13519292.79","4.00","3.17"
"06/01/2017","2017","June","Exports","Elmore","MidWest","1348288.600000","47595884.472660111042689","175300460.11","131824680.49","3.29","2.61"
"06/01/2017","2017","June","Exports","Emerson","MidWest","1102711.623639","38926780.991385153262630","140966964.64","106006139.75","3.36","2.67"
"06/01/2017","2017","June","Exports","Huntingdon","West","821494.445396","28999544.102056492835299","98349122.57","73957830.18","3.10","2.46"
"06/01/2017","2017","June","Exports","Iroquois","East","81924.333074","2892007.758939615586627","11894934.50","8944904.87","3.82","3.03"
"06/01/2017","2017","June","Exports","Kingsgate","West","1690359.485144","59671315.749594744957563","194814730.85","146499271.21","2.91","2.31"
"06/01/2017","2017","June","Exports","Monchy","MidWest","1290010.486521","45538611.010264107676366","140951662.65","105994632.76","2.88","2.29"
"06/01/2017","2017","June","Exports","Napierville","East","3871.358800","136662.689424961451348","681118.28","512196.03","4.61","3.66"
"06/01/2017","2017","June","Exports","Niagara Falls","East","2451.460000","86538.896011838530575","Confidential","Confidential","Confidential","Confidential"
"06/01/2017","2017","June","Exports","North Portal","MidWest","5.000000","176.504809403046614","650.00","488.80","2.60","2.06"
"06/01/2017","2017","June","Exports","Philipsburg","East","16665.200000","588297.589932730487040","2464011.00","1852918.48","3.87","3.07"
"06/01/2017","2017","June","Exports","Reagan Field","MidWest","243.800000","8606.374506492552909","20751.58","15605.04","1.83","1.45"
"06/01/2017","2017","June","Exports","Sprague","MidWest","7252.497200","256020.127196425848210","1247373.67","938015.99","4.52","3.59"
"06/01/2017","2017","June","Exports","St Clair","MidWest","13479.299400","475832.234296720117029","1837067.32","1381461.36","3.55","2.81"
"06/01/2017","2017","June","Exports","St Stephen","East","13705.737600","483825.720563233906996","1346906.38","1012863.87","2.57","2.04"
"06/01/2017","2017","June","Exports","Total","Total","6619715.245518","233682315.542519302565773","799941934.25","601550559.67","3.11","2.47"
"06/01/2017","2017","June","Imports","Chippawa","East","109844.368329","3877611.859181638981295","14828647.05","11151035.53","3.54","2.81"
"06/01/2017","2017","June","Imports","Corunna","MidWest","33934.910000","1197934.964331908115831","5218080.12","3923958.58","3.94","3.12"
"06/01/2017","2017","June","Imports","Courtright","MidWest","376161.750000","13278871.597693293946864","55533264.55","41760614.04","3.81","3.02"
"06/01/2017","2017","June","Imports","Emerson","MidWest","3812.416162","134581.957607780896811","477936.02","359404.44","3.30","2.62"
"06/01/2017","2017","June","Imports","Huntingdon","West","1211.626420","42771.578065959141254","145708.61","109571.82","3.08","2.45"
"06/01/2017","2017","June","Imports","Iroquois","East","11961.274794","422244.505546487130676","1424453.81","1071178.98","3.13","2.48"
"06/01/2017","2017","June","Imports","Niagara Falls","East","554154.790370","19562197.130808420267803","78411731.42","58965055.96","3.69","2.93"
"06/01/2017","2017","June","Imports","Ojibway (Windsor)","MidWest","70569.500000","2491171.229433659608354","10887813.37","8187557.05","3.96","3.14"
"06/01/2017","2017","June","Imports","Sarnia","MidWest","128595.491830","4539544.555109037611056","17251176.72","12972760.35","3.54","2.81"
"06/01/2017","2017","June","Imports","Sarnia/Blue Water","MidWest","1650.590000","58267.414670514942191","231002.22","173712.00","3.65","2.90"
"06/01/2017","2017","June","Imports","St Clair","MidWest","542127.791115","19137632.488569548543049","74604598.27","56102119.32","3.62","2.87"
"06/01/2017","2017","June","Imports","St Stephen","East","8933.363000","315356.306728645742137","1193820.07","897744.07","3.44","2.73"
"06/01/2017","2017","June","Imports","Total","Total","1842957.872020","65058185.587746894927321","260208232.22","195674712.15","3.68","2.92"
"07/01/2017","2017","July","Exports","Aden","MidWest","9900.100000","349483.052714220357075","680323.54","536152.21","1.86","1.55"
"07/01/2017","2017","July","Exports","Brunswick","East","8229.563000","290511.489757072900722","1369372.72","1079180.96","4.21","3.50"
"07/01/2017","2017","July","Exports","Cardston","MidWest","79339.600000","2800764.195222791430620","4948455.99","3899799.82","1.63","1.35"
"07/01/2017","2017","July","Exports","Chippawa","East","198.480000","7006.534914063338397","19940.76","15715.00","2.70","2.24"
"07/01/2017","2017","July","Exports","Cornwall","East","2147.318500","75802.408514027190211","357118.56","281439.48","4.37","3.64"
"07/01/2017","2017","July","Exports","Courtright","MidWest","530.100000","18713.039892911002038","71669.09","56481.28","3.45","2.87"
"07/01/2017","2017","July","Exports","Coutts","MidWest","8130.747200","287023.196968070985998","521305.45","410832.57","1.67","1.39"
"07/01/2017","2017","July","Exports","East Hereford","East","144931.437520","5116219.151195431773122","19886739.15","15672424.27","3.61","3.00"
"07/01/2017","2017","July","Exports","Elmore","MidWest","1381837.927290","48780207.996444487119378","158576666.04","124971759.82","2.93","2.43"
"07/01/2017","2017","July","Exports","Emerson","MidWest","1139501.891973","40225512.851421075521438","139117172.84","109636041.33","3.22","2.68"
"07/01/2017","2017","July","Exports","Huntingdon","West","912296.632206","32204948.637312269484703","97924140.79","77172464.96","2.78","2.31"
"07/01/2017","2017","July","Exports","Iroquois","East","147949.587069","5222762.733374658992691","20745571.77","16349256.66","3.71","3.08"
"07/01/2017","2017","July","Exports","Kingsgate","West","1838241.850288","64891705.484357437771415","170399662.16","134289275.88","2.40","1.99"
"07/01/2017","2017","July","Exports","Monchy","MidWest","1186274.078784","41876616.035108924647960","110213977.85","86857890.97","2.45","2.04"
"07/01/2017","2017","July","Exports","Napierville","East","4147.000100","146393.092448983049889","666638.24","525367.04","4.24","3.52"
"07/01/2017","2017","July","Exports","Niagara Falls","East","1419.250000","50100.890149054781444","Confidential","Confidential","Confidential","Confidential"
"07/01/2017","2017","July","Exports","North Portal","MidWest","2.000000","70.601923761218645","306.00","241.15","3.06","2.54"
"07/01/2017","2017","July","Exports","Philipsburg","East","15429.100000","544662.070952109303074","2218803.00","1748603.51","3.79","3.15"
"07/01/2017","2017","July","Exports","Reagan Field","MidWest","289.900000","10233.748849188642692","16494.99","12999.44","1.23","1.02"
"07/01/2017","2017","July","Exports","Sprague","MidWest","8696.640000","306999.757129382261407","1407221.58","1109009.05","4.26","3.54"
"07/01/2017","2017","July","Exports","St Clair","MidWest","34298.467400","1210768.890250721551660","4513561.02","3557065.98","3.43","2.85"
"07/01/2017","2017","July","Exports","St Stephen","East","8549.731500","301813.745770944766701","Confidential","Confidential","Confidential","Confidential"
"07/01/2017","2017","July","Exports","Total","Total","6932341.402830","244718319.604671588091280","734588455.46","578917531.29","2.75","2.29"
"07/01/2017","2017","July","Imports","Chippawa","East","114810.825612","4052932.578410496529193","13726828.27","10817896.03","3.18","2.64"
"07/01/2017","2017","July","Imports","Corunna","MidWest","33355.700000","1177488.294201040389948","4679005.00","3687449.76","3.58","2.97"
"07/01/2017","2017","July","Imports","Courtright","MidWest","351360.110000","12403349.849476698541073","49400053.16","38931399.77","3.60","2.99"
"07/01/2017","2017","July","Imports","Emerson","MidWest","6365.254703","224699.613630972216727","786372.10","619727.40","3.28","2.72"
"07/01/2017","2017","July","Imports","Huntingdon","West","14186.351582","500791.856421103762233","1483927.31","1169459.62","2.68","2.23"
"07/01/2017","2017","July","Imports","Iroquois","East","12929.143749","456411.210632367310739","1651935.83","1301864.48","3.37","2.80"
"07/01/2017","2017","July","Imports","Niagara Falls","East","547636.068721","19332079.986366768521684","71808641.53","56591253.47","3.42","2.84"
"07/01/2017","2017","July","Imports","Ojibway (Windsor)","MidWest","72968.690000","2575864.944167998689624","10655188.91","8397185.68","3.75","3.12"
"07/01/2017","2017","July","Imports","Sarnia","MidWest","108813.529065","3841222.241618139611067","13917410.57","10968090.92","3.39","2.82"
"07/01/2017","2017","July","Imports","St Clair","MidWest","348518.052614","12303022.490031008364906","46466471.97","36619490.87","3.48","2.90"
"07/01/2017","2017","July","Imports","St Stephen","East","23492.697300","829314.811859993561101","2658413.93","2095053.93","2.91","2.42"
"07/01/2017","2017","July","Imports","Total","Total","1634436.423346","57697177.876816587498295","217234248.57","171198871.92","3.46","2.87"
"08/01/2017","2017","August","Exports","Aden","MidWest","9934.600000","350700.935899101378714","643486.54","510501.02","1.79","1.49"
"08/01/2017","2017","August","Exports","Brunswick","East","9651.208000","340696.925709831741495","1553816.91","1232698.86","4.07","3.41"
"08/01/2017","2017","August","Exports","Cardston","MidWest","46434.100000","1639168.394060401357815","3178195.58","2521376.90","1.79","1.49"
"08/01/2017","2017","August","Exports","Chippawa","East","0.346700","12.238843484007252","46.90","37.21","3.61","3.02"
"08/01/2017","2017","August","Exports","Cornwall","East","2060.354700","72732.502725234257182","323690.36","256795.21","4.12","3.45"
"08/01/2017","2017","August","Exports","Courtright","MidWest","0.027000","0.953125970776451","3.61","2.86","3.41","2.85"
"08/01/2017","2017","August","Exports","Coutts","MidWest","4572.860100","161426.360075459336115","314504.44","249507.69","1.79","1.50"
"08/01/2017","2017","August","Exports","East Hereford","East","159412.570456","5627417.072957203937889","20804570.59","16505014.35","3.43","2.87"
"08/01/2017","2017","August","Exports","Elmore","MidWest","1408828.775000","49733010.882580528554230","151886011.21","120496637.22","2.75","2.30"
"08/01/2017","2017","August","Exports","Emerson","MidWest","1287413.633403","45446939.597336048212621","145327430.51","115293479.18","2.97","2.49"
"08/01/2017","2017","August","Exports","Huntingdon","West","936321.285039","33053041.991164875260504","105595667.16","83772841.86","2.92","2.44"
"08/01/2017","2017","August","Exports","Iroquois","East","101568.053647","3585449.990080429711533","13470968.31","10687003.81","3.50","2.93"
"08/01/2017","2017","August","Exports","Kingsgate","West","1690463.782154","59674997.534369016486913","154396020.34","122487917.76","2.36","1.97"
"08/01/2017","2017","August","Exports","Monchy","MidWest","1227452.001382","43330236.311063603861055","109591320.20","86942737.17","2.35","1.96"
"08/01/2017","2017","August","Exports","Napierville","East","5285.856600","186595.822342967201167","858964.61","681447.53","4.27","3.58"
"08/01/2017","2017","August","Exports","Niagara Falls","East","2120.470000","74854.630638975650808","Confidential","Confidential","Confidential","Confidential"
"08/01/2017","2017","August","Exports","North Portal","MidWest","3.000000","105.902885641827968","688.00","545.82","4.59","3.84"
"08/01/2017","2017","August","Exports","Philipsburg","East","16257.000000","573887.737293065761455","2120231.00","1682055.53","3.43","2.87"
"08/01/2017","2017","August","Exports","Reagan Field","MidWest","290.700000","10261.989618693130150","17649.22","14001.76","1.31","1.10"
"08/01/2017","2017","August","Exports","Sarnia/Blue Water","MidWest","3730.000000","131672.587814672774203","497776.39","394903.92","3.50","2.93"
"08/01/2017","2017","August","Exports","Sprague","MidWest","5456.250000","192610.873261074617760","952981.20","756034.27","4.59","3.85"
"08/01/2017","2017","August","Exports","St Clair","MidWest","25809.156096","911088.035515591728841","3346848.85","2655175.60","3.39","2.84"
"08/01/2017","2017","August","Exports","St Stephen","East","5677.719900","200428.973758676976429","Confidential","Confidential","Confidential","Confidential"
"08/01/2017","2017","August","Exports","Total","Total","6948743.750177","245297338.243120548548550","715579840.66","567695232.58","2.67","2.24"
"08/01/2017","2017","August","Imports","Chippawa","East","113245.775017","3997684.787015176589501","13155479.92","10436715.52","3.05","2.55"
"08/01/2017","2017","August","Imports","Corunna","MidWest","33189.000000","1171603.623855542815830","4497981.00","3568410.15","3.44","2.88"
"08/01/2017","2017","August","Imports","Courtright","MidWest","428265.430000","15118181.619212760309287","57159314.19","45346540.41","3.42","2.86"
"08/01/2017","2017","August","Imports","Emerson","MidWest","4179.014232","147523.222102355844988","480704.51","381360.18","3.04","2.55"
"08/01/2017","2017","August","Imports","Huntingdon","West","5498.600188","194105.875633299256135","630644.08","500312.64","2.94","2.46"
"08/01/2017","2017","August","Imports","Iroquois","East","16067.235702","567188.875043067173490","1922732.90","1525373.19","3.15","2.64"
"08/01/2017","2017","August","Imports","Niagara Falls","East","557084.292139","19665611.361085066845893","66993831.13","53148616.53","3.14","2.63"
"08/01/2017","2017","August","Imports","Ojibway (Windsor)","MidWest","72790.320000","2569568.311597354404709","10020402.16","7949545.55","3.53","2.96"
"08/01/2017","2017","August","Imports","Sarnia","MidWest","92831.804172","3277051.980383961502182","11448434.89","9082455.29","3.28","2.75"
"08/01/2017","2017","August","Imports","Sarnia/Blue Water","MidWest","31310.150000","1105278.411626159989606","4106665.00","3257965.09","3.39","2.84"
"08/01/2017","2017","August","Imports","St Clair","MidWest","413396.246000","14593285.121632994255819","53545373.18","42479470.99","3.39","2.84"
"08/01/2017","2017","August","Imports","St Stephen","East","50837.574500","1794615.279527136555415","5339449.76","4235977.60","2.70","2.26"
"08/01/2017","2017","August","Imports","Total","Total","1818695.441950","64201698.468714875542855","229301012.72","181912743.14","3.28","2.74"
"09/01/2017","2017","September","Exports","Aden","MidWest","9559.700000","337466.605290060943580","400528.55","326083.65","1.15","0.99"
"09/01/2017","2017","September","Exports","Brunswick","East","8272.529200","292028.237945427537009","1027304.98","836363.25","3.14","2.70"
"09/01/2017","2017","September","Exports","Cardston","MidWest","69135.400000","2440546.120000677778468","2790974.49","2272225.43","1.05","0.90"
"09/01/2017","2017","September","Exports","Chippawa","East","4927.914568","173960.124315867358751","550723.36","448362.26","2.94","2.52"
"09/01/2017","2017","September","Exports","Cornwall","East","2038.979000","71977.919954362916479","301224.15","245236.63","3.87","3.33"
"09/01/2017","2017","September","Exports","Coutts","MidWest","6740.379100","237941.865669955774954","282387.88","229901.39","1.09","0.93"
"09/01/2017","2017","September","Exports","East Hereford","East","113774.510068","4016349.642895469615751","14900134.38","12130696.39","3.44","2.96"
"09/01/2017","2017","September","Exports","Elmore","MidWest","1355677.718900","47856727.477280300933629","141110647.34","114882884.75","2.64","2.27"
"09/01/2017","2017","September","Exports","Emerson","MidWest","1262282.652842","44559791.810529853317418","138997512.03","113162510.81","2.90","2.49"
"09/01/2017","2017","September","Exports","Huntingdon","West","763415.290277","26949294.061142678015661","84976903.85","69182531.83","2.88","2.47"
"09/01/2017","2017","September","Exports","Iroquois","East","52488.551717","1852896.363330208021497","6529919.76","5316225.48","3.28","2.82"
"09/01/2017","2017","September","Exports","Kingsgate","West","1769144.533166","62452503.726581341888341","130588844.41","106316734.03","1.92","1.65"
"09/01/2017","2017","September","Exports","Monchy","MidWest","1164079.180864","41093114.789690989500054","88783910.15","72281942.65","1.99","1.71"
"09/01/2017","2017","September","Exports","Napierville","East","5705.416500","201406.690379499460599","805536.28","655813.95","3.71","3.19"
"09/01/2017","2017","September","Exports","Niagara Falls","East","591.410000","20877.341865811159622","Confidential","Confidential","Confidential","Confidential"
"09/01/2017","2017","September","Exports","North Portal","MidWest","7.000000","247.106733164265259","939.00","764.47","26.83","23.04"
"09/01/2017","2017","September","Exports","Philipsburg","East","17048.200000","601817.858333003857689","2290994.00","1865174.63","3.53","3.04"
"09/01/2017","2017","September","Exports","Reagan Field","MidWest","280.200000","9891.329518946732260","10019.74","8157.40","0.77","0.66"
"09/01/2017","2017","September","Exports","Sarnia/Blue Water","MidWest","10202.840000","360170.065913956023473","1348349.18","1097736.04","3.44","2.96"
"09/01/2017","2017","September","Exports","Sprague","MidWest","6248.170000","220566.410993566752705","1058358.96","861645.33","4.45","3.82"
"09/01/2017","2017","September","Exports","St Clair","MidWest","7318.573740","258352.692616168405356","966992.51","787260.85","3.45","2.96"
"09/01/2017","2017","September","Exports","St Stephen","East","10360.020700","365718.695813023513263","Confidential","Confidential","Confidential","Confidential"
"09/01/2017","2017","September","Exports","Total","Total","6639299.170642","234373646.936794333771818","618456122.41","503505757.89","2.41","2.07"
"09/01/2017","2017","September","Imports","Chippawa","East","87350.869500","3083569.714457579540127","9825127.63","7998964.12","2.94","2.52"
"09/01/2017","2017","September","Imports","Corunna","MidWest","32313.800000","1140708.222017633536478","4257000.66","3465766.23","3.35","2.88"
"09/01/2017","2017","September","Imports","Courtright","MidWest","496195.050000","17516162.545397036978455","65716988.77","53502392.55","3.39","2.92"
"09/01/2017","2017","September","Imports","Emerson","MidWest","2650.517232","93565.807770730136851","302247.92","246070.11","3.01","2.59"
"09/01/2017","2017","September","Imports","Huntingdon","West","4299.861591","151789.250115787154965","489911.24","398853.08","2.94","2.53"
"09/01/2017","2017","September","Imports","Iroquois","East","12566.011754","443592.301919242695516","1185410.71","965082.40","2.48","2.13"
"09/01/2017","2017","September","Imports","Niagara Falls","East","579758.614209","20466036.740146795519871","67211842.56","54719402.88","3.03","2.60"
"09/01/2017","2017","September","Imports","Ojibway (Windsor)","MidWest","61263.160000","2162648.475845669842808","8503432.58","6922928.10","3.58","3.07"
"09/01/2017","2017","September","Imports","Sarnia","MidWest","108940.319034","3845698.049480652248812","13281233.45","10812695.15","3.23","2.78"
"09/01/2017","2017","September","Imports","Sarnia/Blue Water","MidWest","1157.510000","40861.216386424097283","151784.70","123572.99","3.41","2.93"
"09/01/2017","2017","September","Imports","St Clair","MidWest","527880.145497","18634676.893720100085276","68519059.57","55783651.85","3.40","2.92"
"09/01/2017","2017","September","Imports","St Stephen","East","20268.239900","715488.364096944913554","2142776.30","1744505.66","2.79","2.40"
"09/01/2017","2017","September","Imports","Total","Total","1934644.098717","68294797.581354596749996","241586816.09","196683885.12","3.25","2.79"
"10/01/2017","2017","October","Exports","Aden","MidWest","9713.500000","342895.893227298657433","392967.40","311755.18","1.12","0.93"
"10/01/2017","2017","October","Exports","Brunswick","East","7383.362000","260639.780512739411123","1136721.23","901801.85","3.90","3.26"
"10/01/2017","2017","October","Exports","Cardston","MidWest","64069.600000","2261718.507305887070810","2310616.01","1833094.81","0.94","0.78"
"10/01/2017","2017","October","Exports","Cornwall","East","2781.815800","98200.773514676727910","568265.21","450825.24","5.34","4.47"
"10/01/2017","2017","October","Exports","Courtright","MidWest","56.700000","2001.564538630548604","7375.47","5851.22","3.33","2.78"
"10/01/2017","2017","October","Exports","Coutts","MidWest","6251.377300","220679.631768606430988","246229.96","195343.09","1.02","0.86"
"10/01/2017","2017","October","Exports","East Hereford","East","129274.443163","4563512.190234059497650","18126556.47","14380449.40","3.67","3.07"
"10/01/2017","2017","October","Exports","Elmore","MidWest","1911556.489000","67479782.750820394354097","188771591.71","149759295.29","2.52","2.11"
"10/01/2017","2017","October","Exports","Emerson","MidWest","1411158.663721","49815258.195506611164117","154800945.31","122809159.31","2.88","2.41"
"10/01/2017","2017","October","Exports","Huntingdon","West","986486.980185","34823939.283228089398959","103368804.06","82006191.24","2.71","2.27"
"10/01/2017","2017","October","Exports","Iroquois","East","213784.254375","7546789.814366361854610","30283928.08","24025329.69","3.72","3.12"
"10/01/2017","2017","October","Exports","Kingsgate","West","1652540.835438","58336281.037947121983131","120132358.42","95305322.03","1.88","1.58"
"10/01/2017","2017","October","Exports","Monchy","MidWest","1285015.334459","45362277.337735598619554","106212788.93","84262426.76","2.18","1.82"
"10/01/2017","2017","October","Exports","Napierville","East","4506.499800","159083.777654773537268","636074.86","504621.07","3.69","3.09"
"10/01/2017","2017","October","Exports","Niagara Falls","East","7039.460000","248499.709120074103778","Confidential","Confidential","Confidential","Confidential"
"10/01/2017","2017","October","Exports","North Portal","MidWest","23.000000","811.922123254014425","3163.00","2509.32","13.75","11.51"
"10/01/2017","2017","October","Exports","Philipsburg","East","19671.300000","694415.811442030172438","4064554.00","3224556.92","5.41","4.53"
"10/01/2017","2017","October","Exports","Reagan Field","MidWest","322.400000","11381.030110308445684","8060.33","6394.55","0.54","0.45"
"10/01/2017","2017","October","Exports","Sarnia/Blue Water","MidWest","19230.320000","678848.793271919073249","2503463.60","1986087.74","3.41","2.86"
"10/01/2017","2017","October","Exports","Sprague","MidWest","7721.320000","272570.022987986376652","1279552.05","1015114.68","4.33","3.63"
"10/01/2017","2017","October","Exports","St Clair","MidWest","15325.693530","541011.723096430931548","1909829.37","1515136.35","3.26","2.73"
"10/01/2017","2017","October","Exports","St Stephen","East","10443.302600","368658.626990268230827","Confidential","Confidential","Confidential","Confidential"
"10/01/2017","2017","October","Exports","Total","Total","7764356.651371","274089258.177503120604855","738824527.35","586136078.82","2.47","2.07"
"10/01/2017","2017","October","Imports","Chippawa","East","108836.465822","3842031.931202661410092","12557428.55","9962259.86","3.02","2.53"
"10/01/2017","2017","October","Imports","Corunna","MidWest","33505.500000","1182776.378290755666510","4492119.00","3563759.62","3.43","2.87"
"10/01/2017","2017","October","Imports","Courtright","MidWest","556290.130000","19637576.673689204683438","75721798.59","60072827.13","3.48","2.91"
"10/01/2017","2017","October","Imports","Emerson","MidWest","5248.207123","185266.759590565323719","565270.91","448449.75","2.87","2.40"
"10/01/2017","2017","October","Imports","Huntingdon","West","19396.076914","684700.171774480511041","1848049.79","1466124.39","2.44","2.04"
"10/01/2017","2017","October","Imports","Iroquois","East","4915.682895","173528.334493558280473","623824.09","494902.10","3.32","2.78"
"10/01/2017","2017","October","Imports","Niagara Falls","East","556419.225987","19642133.886205231320120","62158514.23","49312585.67","2.91","2.44"
"10/01/2017","2017","October","Imports","Ojibway (Windsor)","MidWest","56271.640000","1986443.018599370795653","7884491.99","6255051.16","3.60","3.01"
"10/01/2017","2017","October","Imports","Sarnia","MidWest","107416.081982","3791891.015410987918598","12791079.87","10147623.85","3.16","2.65"
