"year","month","flow","port","region","volumen_10k_m3","volume_MCF","value_US","avgPrice_US_MMBTU"
2015,"June","Exports","Emerson","MidWest",542071.3022,19135638.3755345,53829085.34,2.76
2015,"June","Exports","Huntingdon","West",986077.714129,34809491.7977862,79612271.71,2.23
2015,"June","Exports","Iroquois","East",77081.438517,2721048.92279115,7732518.57,2.79
2015,"June","Exports","Kingsgate","West",1636678.938277,57776340.8109125,143237490.95,2.41
2015,"June","Exports","Monchy","MidWest",1236115.75731,43636075.2288208,102152425.08,2.28
2015,"June","Exports","Napierville","East",4001.7679,141266.256092946,505206.3,3.5
2015,"June","Exports","Philipsburg","East",16226.62,572815.294071133,3488274.4,5.96
2015,"June","Exports","Reagan Field","MidWest",444.8,15701.867844495,30607.33,1.67
2015,"June","Exports","Sarnia/Blue Water","MidWest",8877.08,313369.462691119,897143.98,2.76
2015,"June","Exports","Sprague","MidWest",5782.92,204142.638478613,1003121.19,4.95
2015,"June","Exports","St Clair","MidWest",8510.86,300441.544431203,879996.62,2.78
2015,"June","Exports","St Stephen","East",15431.55,544748.558308717,,
2015,"June","Imports","Courtright","MidWest",486057.56298,17158299.5025388,52216402.24,2.86
2015,"June","Imports","Emerson","MidWest",2130.0758,75193.7246186084,173138.99,2.29
2015,"June","Imports","Huntingdon","West",21690,765677.863190416,1772585.26,2.25
2015,"June","Imports","Iroquois","East",18212.48251,642918.150836774,1637384.01,2.5
2015,"June","Imports","Niagara Falls","East",382226.7127,13492970.6147733,38600836.18,2.76
2015,"June","Imports","Ojibway (Windsor)","MidWest",53852.427,1901042.4727053,10468605.74,5.27
2015,"June","Imports","Sarnia","MidWest",16272.99,574452.199673537,1710857.15,2.84
2015,"June","Imports","Sarnia/Blue Water","MidWest",13095.3724,462279.241904783,1302356.34,2.69
2015,"June","Imports","St Clair","MidWest",183722.14,6485568.26076397,17803406.75,2.62
2015,"June","Imports","St Stephen","East",47145.2212,1664271.65643409,2737650.76,1.58
2015,"July","Exports","Aden","MidWest",11329.967757,399958.75989839,781775.09,2.01
2015,"July","Exports","Brunswick","East",8138.8214,287308.223994487,605714.41,1.99
2015,"July","Exports","Cardston","MidWest",46962.4294,1657818.93007021,3598658.67,2.15
2015,"July","Exports","Chippawa","East",19.2398,679.183446390547,1984.01,2.83
2015,"July","Exports","Cornwall","East",2509.02,88570.8193776864,321111.59,3.55
2015,"July","Exports","Courtright","MidWest",17512.294795,618200.851000288,1891441.29,2.88
2015,"July","Exports","Coutts","MidWest",14449.46,510079.836655389,1128735.47,2.17
2015,"July","Exports","East Hereford","East",171630.64198,6058726.75008049,17625005.79,2.85
2015,"July","Exports","Elmore","MidWest",1165710.977143,41150718.7679329,101009037.08,2.21
2015,"July","Exports","Emerson","MidWest",582218.88628,20552886.7107411,56750783.05,2.7
2015,"July","Exports","Huntingdon","West",1088053.824053,38409346.5669462,82523725.4,2.09
2015,"July","Exports","Iroquois","East",162308.621729,5729650.46854967,17592384.03,3.02
2015,"July","Exports","Kingsgate","West",1465243.349591,51724499.6297282,123304704.27,2.32
2015,"July","Exports","Monchy","MidWest",1274529.21922,44992107.383408,103446482.83,2.26
2015,"July","Exports","Napierville","East",5769.3175,203662.457144632,774149.42,3.72
2015,"July","Exports","Philipsburg","East",16509.08,582786.40376393,3286122.37,5.52
2015,"July","Exports","Reagan Field","MidWest",554.7,19581.443555174,37765.71,1.64
2015,"July","Exports","Sarnia/Blue Water","MidWest",10561.51,372831.461911674,1104375.85,2.86
2015,"July","Exports","Sprague","MidWest",5376.39,189791.738445289,943292.71,4.86
2015,"July","Exports","St Clair","MidWest",3925.85,138586.28119899,434323.28,3
2015,"July","Exports","St Stephen","East",9328.2215,329295.19158538,,
2015,"July","Imports","Courtright","MidWest",386097.12099,13629599.750281,40733444.64,2.82
2015,"July","Imports","Emerson","MidWest",2473.443264,87314.9263763139,250613.96,2.82
2015,"July","Imports","Huntingdon","West",4560.8,161000.626945083,373271.1,2.26
2015,"July","Imports","Iroquois","East",10340.0844,365014.925246683,963265.7,2.59
2015,"July","Imports","Niagara Falls","East",348901.788672,12316568.7419867,31190035.33,2.45
2015,"July","Imports","Ojibway (Windsor)","MidWest",73586.99,2597691.52889878,8465477.14,3.13
2015,"July","Imports","Sarnia","MidWest",28148.597131,993672.55431406,2909155.11,2.79
2015,"July","Imports","Sarnia/Blue Water","MidWest",4261.85,150447.404390875,459544.58,2.92
2015,"July","Imports","St Clair","MidWest",153807.2508,5429543.89745212,14502267.02,2.54
2015,"July","Imports","St Stephen","East",59952.5894,2116384.07305322,3631464.35,1.64
2015,"August","Exports","Aden","MidWest",11186.2,394883.619788872,810172.2,2.11
2015,"August","Exports","Brunswick","East",7601.8896,268354.0149902,665783.74,2.34
2015,"August","Exports","Cardston","MidWest",43442.3,1533554.97630599,3781904.92,2.44
2015,"August","Exports","Chippawa","East",34.6,1221.41328106908,2858.12,2.27
2015,"August","Exports","Cornwall","East",2149.8,75890.0078509339,277236.76,3.58
2015,"August","Exports","Courtright","MidWest",12632.000579,445921.770915114,1394537.67,2.99
2015,"August","Exports","Coutts","MidWest",23449.6,827793.435715536,1857758.56,2.2
2015,"August","Exports","East Hereford","East",162027.1812,5719715.34716378,17587634.68,3.02
2015,"August","Exports","Elmore","MidWest",965779.6152,34092949.3812447,87234234.98,2.29
2015,"August","Exports","Emerson","MidWest",585453.466097,20667070.4895608,60459174.63,2.87
2015,"August","Exports","Huntingdon","West",1035157.388683,36542051.5183297,83781002.21,2.23
2015,"August","Exports","Iroquois","East",169617.207387,5987650.57226389,17007366.16,2.79
2015,"August","Exports","Kingsgate","West",1469775.930906,51884504.1099498,130482884.63,2.44
2015,"August","Exports","Monchy","MidWest",1249254.97175,44099902.1369084,105137094.38,2.36
2015,"August","Exports","Napierville","East",5086.4067,179555.049025976,654485.87,3.58
2015,"August","Exports","Niagara Falls","East",168.06,5932.6796536552,,
2015,"August","Exports","Philipsburg","East",15560.71,549308.030545216,3249553.19,5.79
2015,"August","Exports","Reagan Field","MidWest",502.8,17749.3236335704,36536.95,1.77
2015,"August","Exports","Sarnia/Blue Water","MidWest",15493.379157,546931.187023084,1674603.15,3
2015,"August","Exports","Sprague","MidWest",6467.97,228325.562414925,1049385.83,4.51
2015,"August","Exports","St Clair","MidWest",866.5,30588.283469548,92043.21,2.95
2015,"August","Exports","St Stephen","East",20199.004,713044.270230275,1271206.92,1.88
2015,"August","Imports","Corunna","MidWest",6231.75,219986.769199487,570517.55,2.51
2015,"August","Imports","Courtright","MidWest",403683.66936,14250421.8239019,43668540.83,2.91
2015,"August","Imports","Emerson","MidWest",5819.473588,205433.015295201,599242.53,2.89
2015,"August","Imports","Huntingdon","West",1719.558238,60702.0598111257,182328.49,2.92
2015,"August","Imports","Iroquois","East",10704.28,377871.380239369,877194.29,2.28
2015,"August","Imports","Niagara Falls","East",414332.109772,14626322.0129738,36451859.63,2.42
2015,"August","Imports","Ojibway (Windsor)","MidWest",74644.28,2635014.88288553,8819920.6,3.22
2015,"August","Imports","Sarnia","MidWest",32930.90479,1162492.61468577,3556419.18,2.93
2015,"August","Imports","Sarnia/Blue Water","MidWest",12413.45,438206.72525685,1386651.27,3
2015,"August","Imports","St Clair","MidWest",172733.56632,6097661.04016402,16744698.55,2.63
2015,"August","Imports","St Stephen","East",30528.1109,1077671.67916791,2121421.44,1.89
2015,"September","Exports","Aden","MidWest",11093.6128,391615.20257104,816697.04,2.14
2015,"September","Exports","Brunswick","East",9403.5298,331953.647012974,985986.24,2.8
2015,"September","Exports","Cardston","MidWest",38305.9,1352235.11570243,3315822.53,2.4
2015,"September","Exports","Chippawa","East",38.23,1349.55577269569,2562.94,1.86
2015,"September","Exports","Cornwall","East",2227.5314,78634.0010392603,291922.69,3.64
2015,"September","Exports","Courtright","MidWest",4910.8,173355.963603296,542235.31,2.93
2015,"September","Exports","Coutts","MidWest",12659.1621,446880.598732554,1068583.5,2.32
2015,"September","Exports","East Hereford","East",163027.268174,5755019.37931025,20256213.86,3.45
2015,"September","Exports","Elmore","MidWest",1179470.8731,41636456.3305921,100819891.85,2.17
2015,"September","Exports","Emerson","MidWest",588984.0329,20791702.8936904,58022592.48,2.74
2015,"September","Exports","Huntingdon","West",844389.412819,29807758.4743136,70234813.05,2.3
2015,"September","Exports","Iroquois","East",155780.0604,5499185.97393942,16199042.54,2.9
2015,"September","Exports","Kingsgate","West",1545543.673328,54559178.2969686,134894222.42,2.4
2015,"September","Exports","Monchy","MidWest",1253324.99945,44243578.0295992,103993775.92,2.33
2015,"September","Exports","Napierville","East",8768.5379,309537.822156578,1136838.25,3.6
2015,"September","Exports","Niagara Falls","East",10056.97,355020.714604432,,
2015,"September","Exports","Philipsburg","East",15938.21,562634.143655146,3328983.83,5.8
2015,"September","Exports","Reagan Field","MidWest",505.8,17855.2265192122,34886.6,1.67
2015,"September","Exports","Sarnia/Blue Water","MidWest",7706.48,272046.156713678,860501.85,3.04
2015,"September","Exports","Sprague","MidWest",6758.18,238570.254562296,1059422.53,4.35
2015,"September","Exports","St Clair","MidWest",426.73,15063.9794633124,51259.29,3.27
2015,"September","Exports","St Stephen","East",18122.767,639751.107038165,,
2015,"September","Imports","Chippawa","East",0.83,29.2997983609057,91.11,3.04
2015,"September","Imports","Corunna","MidWest",48606.51,1715856.55665946,5436074.21,3.07
2015,"September","Imports","Courtright","MidWest",604867.3333,21352398.6756491,63476526.04,2.8
2015,"September","Imports","Emerson","MidWest",1681.8,59369.1576908088,168761.79,2.78
2015,"September","Imports","Huntingdon","West",55.006535,1941.7835952194,4865.73,2.44
2015,"September","Imports","Iroquois","East",13839.5049,488547.834921406,1453815.14,2.92
2015,"September","Imports","Niagara Falls","East",380601.648465,13435604.28416,38426977.93,2.77
2015,"September","Imports","Ojibway (Windsor)","MidWest",132379.92,4673138.50967811,15376659.55,3.15
2015,"September","Imports","Sarnia","MidWest",131905.7032,4656398.20049817,14440421.95,2.98
2015,"September","Imports","Sarnia/Blue Water","MidWest",2545.634,89863.328795983,294164.54,3.07
2015,"September","Imports","St Clair","MidWest",273048.746449,9638883.38994431,26882607.62,2.67
2015,"September","Imports","St Stephen","East",52110.5888,1839553.90880491,4655438.86,2.44
2015,"October","Exports","Aden","MidWest",11399.919859,402428.13638456,795024.42,2.03
2015,"October","Exports","Brunswick","East",17965.03,634182.839214003,2483920.06,3.69
2015,"October","Exports","Cardston","MidWest",42077.7,1485383.28372371,3041942.11,1.98
2015,"October","Exports","Chippawa","East",674.0366,23794.1403227355,63857.53,2.77
2015,"October","Exports","Cornwall","East",6145.1941,216931.262673045,1130211.68,5.05
2015,"October","Exports","Coutts","MidWest",10992.0918,388031.413619958,848963.6,2.09
2015,"October","Exports","East Hereford","East",197282.347216,6964256.61878915,28933525.13,4.04
2015,"October","Exports","Elmore","MidWest",1226533.1198,43297798.9073646,95749301.96,1.97
2015,"October","Exports","Emerson","MidWest",534436.064363,18866107.1357011,50225408.86,2.59
2015,"October","Exports","Huntingdon","West",925851.860621,32683461.2388731,72315217.37,2.16
2015,"October","Exports","Iroquois","East",408729.519821,14428545.1986809,41637180.07,2.81
2015,"October","Exports","Kingsgate","West",1623286.824668,57303586.3189004,128570103.8,2.18
2015,"October","Exports","Monchy","MidWest",1201395.27222,42410408.7081825,93878715.05,2.2
2015,"October","Exports","Napierville","East",8356.9638,295008.860541432,971575.48,3.19
2015,"October","Exports","Niagara Falls","East",9936.75,350776.832967145,,
2015,"October","Exports","Philipsburg","East",29929.5,1056540.1386057,4640434.2,4.27
2015,"October","Exports","Reagan Field","MidWest",560.9,19800.3095188338,33637.21,1.45
2015,"October","Exports","Sarnia/Blue Water","MidWest",38983.47,1376153.98844388,3765767.14,2.62
2015,"October","Exports","Sprague","MidWest",8434.07,297730.783568391,1243069.48,4.04
2015,"October","Exports","St Clair","MidWest",964.47,34046.7187049913,85121.98,2.43
2015,"October","Exports","St Stephen","East",15046.4271,531153.349496467,,
2015,"October","Imports","Corunna","MidWest",16036.23,566094.343938684,1563011.47,2.68
2015,"October","Imports","Courtright","MidWest",587847.58979,20751585.3587849,57800978.04,2.63
2015,"October","Imports","Emerson","MidWest",5456.702755,192626.855948071,488789.08,2.51
2015,"October","Imports","Huntingdon","West",672.24379,23730.8524052663,53261.56,2.19
2015,"October","Imports","Iroquois","East",9479.248932,334626.605205339,946843.41,2.73
2015,"October","Imports","Niagara Falls","East",434935.86,15353654.21437,40737541.48,2.57
2015,"October","Imports","Ojibway (Windsor)","MidWest",140056.18547,4944118.06442002,13635110.79,2.68
2015,"October","Imports","Sarnia","MidWest",128028.29369,4519521.91519015,12394209.16,2.62
2015,"October","Imports","Sarnia/Blue Water","MidWest",19032.2,671854.966704133,1868936.93,2.62
2015,"October","Imports","St Clair","MidWest",214784.848229,7582111.73986439,18593137.05,2.35
2015,"October","Imports","St Stephen","East",53141.858,1875958.70352275,6379629.45,3.28
2015,"November","Exports","Aden","MidWest",20057.9807,708066.012092698,1261624.31,1.83
2015,"November","Exports","Brunswick","East",8409.653,296868.839982152,1497409.71,4.75
2015,"November","Exports","Cardston","MidWest",24733,873098.69019311,2023973.77,2.25
2015,"November","Exports","Chippawa","East",1265.7933,44683.7210320307,83954.67,1.84
2015,"November","Exports","Cornwall","East",7704.3791,271971.992922863,1362620.08,4.87
2015,"November","Exports","Courtright","MidWest",454.23,16034.7559150292,37792.91,2.22
2015,"November","Exports","Coutts","MidWest",12400.8391,437761.54835667,926112.75,2.04
2015,"November","Exports","East Hereford","East",191840.783567,6772164.18784489,26189640.46,3.77
2015,"November","Exports","Elmore","MidWest",1219681.3726,43055925.6406419,84385098.5,1.76
2015,"November","Exports","Emerson","MidWest",599139.452135,21150198.9609868,51602196.74,2.39
2015,"November","Exports","Huntingdon","West",925451.918535,32669342.8985408,64771792.47,1.93
2015,"November","Exports","Iroquois","East",550360.822701,19428266.4227488,52180696.87,2.62
2015,"November","Exports","Kingsgate","West",1432704.927845,50575862.0440175,109018154.78,2.09
2015,"November","Exports","Monchy","MidWest",1012483.79291,35741651.7782507,71655798.97,1.98
2015,"November","Exports","Napierville","East",15407.925,543914.573084287,1562118.93,2.8
2015,"November","Exports","Niagara Falls","East",9442.6,333332.862653842,,
2015,"November","Exports","Philipsburg","East",36639.47,1293408.53379573,5116116.4,3.85
2015,"November","Exports","Reagan Field","MidWest",508.5,17950.5391162898,32645.49,1.55
2015,"November","Exports","Sarnia/Blue Water","MidWest",18379.16,648802.02655762,1753334.47,2.61
2015,"November","Exports","Sprague","MidWest",10393.28,366892.781094499,1139738.31,3.02
2015,"November","Exports","St Clair","MidWest",10335.1436,364840.510254223,863324.97,2.28
2015,"November","Exports","St Stephen","East",30153.2704,1064439.44896611,2860052.84,2.62
2015,"November","Imports","Chippawa","East",59380.03,2096172.17549944,4695664.84,2.2
2015,"November","Imports","Courtright","MidWest",538635.2807,19014343.511542,46074012.54,2.29
2015,"November","Imports","Emerson","MidWest",1479.2552,52219.1314268931,116070.83,2.18
2015,"November","Imports","Huntingdon","West",22597.275562,797705.563219787,1824929.67,2.23
2015,"November","Imports","Iroquois","East",24276.314371,856977.248212359,1994321.32,2.27
2015,"November","Imports","Niagara Falls","East",466504.0916,16468043.1547199,42528941.08,2.5
2015,"November","Imports","Ojibway (Windsor)","MidWest",86468.13,3052408.16101757,6981606.41,2.22
2015,"November","Imports","Sarnia","MidWest",52855.2,1865839.40039198,4404666.29,2.23
2015,"November","Imports","Sarnia/Blue Water","MidWest",12162.848,429360.233607645,1020812.98,2.26
2015,"November","Imports","St Clair","MidWest",348415.88,12299415.698479,28742561.01,2.24
2015,"November","Imports","St Stephen","East",45681.864,1612613.73969918,6759890.52,4.1
2015,"December","Exports","Aden","MidWest",1428.2496,50418.5846855955,76091.31,1.54
2015,"December","Exports","Brunswick","East",53716.504,1896244.2600636,7664893.05,3.81
2015,"December","Exports","Cardston","MidWest",32377.2,1142946.30300086,2278516.29,1.93
2015,"December","Exports","Chippawa","East",98.48,3476.43872600241,9647.08,2.76
2015,"December","Exports","Cornwall","East",7138.6768,252002.15759479,1518196.83,5.87
2015,"December","Exports","Courtright","MidWest",1478.1266,52179.2907613147,129239.39,2.35
2015,"December","Exports","Coutts","MidWest",17382.8965,613632.966721077,1152658.55,1.81
2015,"December","Exports","East Hereford","East",157131.716853,5546900.74686245,20772068.32,3.66
2015,"December","Exports","Elmore","MidWest",1320053.8891,46599172.0194692,86201394.62,1.71
2015,"December","Exports","Emerson","MidWest",512412.751419,18088663.0049803,41823334.4,2.26
2015,"December","Exports","Huntingdon","West",1035627.102652,36558632.8732441,78469004.59,2.05
2015,"December","Exports","Iroquois","East",468894.316547,16552420.39446,43146488.85,2.55
2015,"December","Exports","Kingsgate","West",1551607.894406,54773251.1340787,114193117.92,2.03
2015,"December","Exports","Monchy","MidWest",1039423.753278,36692658.2922665,68757836.94,1.85
2015,"December","Exports","Napierville","East",7977.1307,281600.386757338,808046.01,2.8
2015,"December","Exports","Niagara Falls","East",9789.09,345564.292935854,,
2015,"December","Exports","Philipsburg","East",38021.47,1342194.46311473,5755217.34,4.18
2015,"December","Exports","Reagan Field","MidWest",507.8,17925.8284429734,25249.07,1.27
2015,"December","Exports","Sarnia/Blue Water","MidWest",29309.0384,1034637.24731571,3345485.61,3.07
2015,"December","Exports","Sprague","MidWest",12952.33,457229.707595073,1398403.33,2.98
2015,"December","Exports","St Clair","MidWest",13028.1577,459906.498342267,1021879.98,2.17
2015,"December","Exports","St Stephen","East",37354.7749,1318659.48480364,2517878.48,1.86
2015,"December","Imports","Chippawa","East",103905.74,3667972.5669165,7247566.5,1.93
2015,"December","Imports","Courtright","MidWest",419535.7797,14810016.5667414,35272798.59,2.27
2015,"December","Imports","Emerson","MidWest",2085.2245,73610.4305870126,153542.2,2.04
2015,"December","Imports","Huntingdon","West",46657.638,1647059.50047727,3355609.66,1.98
2015,"December","Imports","Iroquois","East",65138.132009,2299438.71502381,4169839.68,1.77
2015,"December","Imports","Niagara Falls","East",513849.6723,18139387.6942259,48185258.15,2.57
2015,"December","Imports","Ojibway (Windsor)","MidWest",78538.25,2772475.76941977,5979358.89,2.09
2015,"December","Imports","Sarnia","MidWest",7730.6915,272900.845952251,632834.22,2.18
2015,"December","Imports","Sarnia/Blue Water","MidWest",2188.72,77263.9212873272,163364.3,2.05
2015,"December","Imports","St Clair","MidWest",348649.610845,12307666.6221286,27137096.1,2.14
2015,"December","Imports","St Stephen","East",36470.88,1287457.14463228,4278943.08,3.17
2016,"January","Exports","Aden","MidWest",1423.5034,50251.0392603178,76960.47,1.55
2016,"January","Exports","Brunswick","East",165163.179,5830419.08595925,40592581.96,6.56
2016,"January","Exports","Cardston","MidWest",36803.68,1299205.30474614,2278950.04,1.73
2016,"January","Exports","Chippawa","East",16915.6333,597138.126309666,1528792.76,2.51
2016,"January","Exports","Cornwall","East",13611.699,480506.067529328,2450229.01,4.95
2016,"January","Exports","Courtright","MidWest",3213.2,113429.050714774,275974.79,2.3
2016,"January","Exports","Coutts","MidWest",8680.2197,306420.104745014,558132.24,1.79
2016,"January","Exports","East Hereford","East",197063.324314,6956524.89967467,38272144.47,5.36
2016,"January","Exports","Elmore","MidWest",1324328.340456,46750064.2638479,95311154.31,1.89
2016,"January","Exports","Emerson","MidWest",576616.023293,20355100.2580147,54446422.42,2.62
2016,"January","Exports","Huntingdon","West",1018656.259429,35959545.7835472,77959567.7,2.12
2016,"January","Exports","Iroquois","East",864718.651095,30525400.1397565,96601145.7,3.1
2016,"January","Exports","Kingsgate","West",1609328.092792,56810829.6570441,115549881.32,1.98
2016,"January","Exports","Monchy","MidWest",1397605.314024,49336811.9144982,91426827.91,1.82
2016,"January","Exports","Napierville","East",11607.5602,409758.040147078,1332216.56,3.16
2016,"January","Exports","Niagara Falls","East",17523.110716,618582.663415213,1680581.63,2.65
2016,"January","Exports","Philipsburg","East",52837.58,1865217.39744365,6892292.3,3.59
2016,"January","Exports","Reagan Field","MidWest",512.5,18091.7429638123,23668.15,1.18
2016,"January","Exports","Sarnia/Blue Water","MidWest",14110.939858,498129.750026829,1574650.59,3.05
2016,"January","Exports","Sprague","MidWest",15073.9,532123.169292117,1638410.56,3
2016,"January","Exports","St Clair","MidWest",19122.997,675060.188140006,1690318.75,2.42
2016,"January","Exports","St Stephen","East",69783.6319,2463429.32959237,9917681.51,3.91
2016,"January","Imports","Chippawa","East",132509.40606,4677709.49214624,10211938.57,2.13
2016,"January","Imports","Courtright","MidWest",599309.6322,21156206.4809742,54301018.36,2.43
2016,"January","Imports","Emerson","MidWest",18447.147326,651202.04456111,1545579.12,2.31
2016,"January","Imports","Huntingdon","West",21495.828,758823.404820135,1784683.1,2.3
2016,"January","Imports","Iroquois","East",12990.2602,458568.680139396,1225737.12,2.6
2016,"January","Imports","Niagara Falls","East",549823.33,19409292.4133997,48552860.8,2.43
2016,"January","Imports","Ojibway (Windsor)","MidWest",81599.71,2880548.25217878,6652947.72,2.24
2016,"January","Imports","Sarnia","MidWest",98794.764639,3487550.22052511,8331226.97,2.35
2016,"January","Imports","Sarnia/Blue Water","MidWest",56832.7788,2006251.7579879,5146225.28,2.45
2016,"January","Imports","Sault Ste Marie","MidWest",1343,47409.1918056583,126010.27,2.56
2016,"January","Imports","St Clair","MidWest",380582.1503,13434915.9801806,32838213.57,2.35
2016,"January","Imports","St Stephen","East",39180.974,1383126.06961915,6960358.59,4.8
2016,"February","Exports","Aden","MidWest",19238.097933,679123.361788262,1019591.86,1.54
2016,"February","Exports","Brunswick","East",104970.674,3705565.76145587,29871535.17,7.6
2016,"February","Exports","Cardston","MidWest",30947.9,1092490.63818491,1517510.12,1.38
2016,"February","Exports","Chippawa","East",30981.992635,1093694.14099345,2424617.78,2.16
2016,"February","Exports","Cornwall","East",13937.8896,492020.909465741,2606920.2,5.14
2016,"February","Exports","Courtright","MidWest",2711.086946,95703.9769357636,225301.35,2.22
2016,"February","Exports","Coutts","MidWest",8143.8914,287487.199871222,413362.06,1.43
2016,"February","Exports","East Hereford","East",167538.776182,5914279.95152472,24587559.04,4.04
2016,"February","Exports","Elmore","MidWest",1338007.696604,47232958.6937797,83890028.29,1.68
2016,"February","Exports","Emerson","MidWest",476834.627908,16832721.0231348,38881433.07,2.26
2016,"February","Exports","Huntingdon","West",1007778.218175,35575540.4639041,62072808.28,1.68
2016,"February","Exports","Iroquois","East",672942.264701,23755509.2340609,74865955.33,3.08
2016,"February","Exports","Kingsgate","West",1492916.520735,52701389.1893981,96948813.89,1.79
2016,"February","Exports","Monchy","MidWest",1289357.614392,45515563.9961254,75776478.95,1.64
2016,"February","Exports","Napierville","East",10228.1123,361062.202412891,981304.59,2.63
2016,"February","Exports","Niagara Falls","East",13078.194357,461672.840463657,1205057.55,2.55
2016,"February","Exports","North Portal","MidWest",4807.20612,169698.999994352,344068.73,1.84
2016,"February","Exports","Philipsburg","East",46822.27,1652871.1684336,6516171.28,3.82
2016,"February","Exports","Reagan Field","MidWest",369.9,13057.8257996374,13659.95,0.95
2016,"February","Exports","Sarnia/Blue Water","MidWest",26544.24,937037.204389745,3178705.61,3.22
2016,"February","Exports","Sprague","MidWest",14456.69,510335.062609786,1466727.26,2.79
2016,"February","Exports","St Clair","MidWest",8027.864863,283391.351511446,793849.97,2.7
2016,"February","Exports","St Stephen","East",47849.2959,1689126.1705799,5433978.64,3.12
2016,"February","Imports","Chippawa","East",126627.431381,4470070.12822015,8890804.01,1.93
2016,"February","Imports","Courtright","MidWest",525815.36829,18561788.2722438,42523531.94,2.17
2016,"February","Imports","Emerson","MidWest",19061.638248,672894.165174613,1397620.26,2.05
2016,"February","Imports","Huntingdon","West",28039.758169,989830.434265373,1680781.97,1.65
2016,"February","Imports","Iroquois","East",19754.307343,697346.050493084,1540824.68,2.15
2016,"February","Imports","Niagara Falls","East",492319.55,17379353.6676287,51351938.89,2.87
2016,"February","Imports","Ojibway (Windsor)","MidWest",76502.77,2700621.36753102,5492431.88,1.97
2016,"February","Imports","Sarnia","MidWest",61674.029143,2177152.55180063,4398276.05,2
2016,"February","Imports","Sarnia/Blue Water","MidWest",20207.1,713330.066817661,1527637,2.04
2016,"February","Imports","Sault Ste Marie","MidWest",1932.552,68220.9444842953,169042.74,2.36
2016,"February","Imports","St Clair","MidWest",385391.4525,13604688.9738152,28911930.57,2.04
2016,"February","Imports","St Stephen","East",24941.121,880445.561680665,3566072.85,3.94
2016,"March","Exports","Aden","MidWest",10379.2874,366398.828855289,380576.27,1.07
2016,"March","Exports","Brunswick","East",10252.134,361910.191528899,4505113.58,11.73
2016,"March","Exports","Cardston","MidWest",20152.16,711390.63197194,811465.78,1.13
2016,"March","Exports","Chippawa","East",4486.9867,158394.946455501,294260.46,1.81
2016,"March","Exports","Cornwall","East",10255.3303,362023.023993358,1731722,4.64
2016,"March","Exports","Courtright","MidWest",2735.87,96578.8425803026,182194.77,1.8
2016,"March","Exports","Coutts","MidWest",10557.26,372681.432823682,427243.14,1.14
2016,"March","Exports","East Hereford","East",173197.257423,6114029.7821154,15519323.62,2.47
2016,"March","Exports","Elmore","MidWest",1492645.406656,52691818.6016301,79065643.97,1.42
2016,"March","Exports","Emerson","MidWest",390394.4694,13781300.2826901,27917069.77,1.98
2016,"March","Exports","Huntingdon","West",1042311.043781,36794582.4242512,49076606.07,1.29
2016,"March","Exports","Iroquois","East",415471.123375,14666530.2887548,34217794.72,2.28
2016,"March","Exports","Kingsgate","West",1639954.575262,57891973.9472547,82950454.07,1.39
2016,"March","Exports","Monchy","MidWest",1350361.738432,47669068.2534214,65102128.91,1.35
2016,"March","Exports","Napierville","East",8857.7559,312687.303373642,693752.95,2.15
2016,"March","Exports","Niagara Falls","East",9815.6,346500.121435309,,
2016,"March","Exports","North Portal","MidWest",10927.620083,385755.499995764,759749.47,1.79
2016,"March","Exports","Philipsburg","East",39261.42,1385965.89079859,5696824.37,3.99
2016,"March","Exports","Reagan Field","MidWest",377,13308.4626289897,11688.21,0.76
2016,"March","Exports","Sarnia/Blue Water","MidWest",10003.4,353129.642076487,978427.24,2.66
2016,"March","Exports","Sprague","MidWest",13044.05,460467.511818762,1176231.59,2.48
2016,"March","Exports","St Clair","MidWest",536.484,18938.4012335568,43734.55,2.19
2016,"March","Exports","St Stephen","East",25851.7422,912591.365949539,1427689.4,1.52
2016,"March","Imports","Chippawa","East",143946.1426,5081437.29278335,7863811.5,1.51
2016,"March","Imports","Courtright","MidWest",692004.3145,24428417.9273817,47467674.77,1.86
2016,"March","Imports","Emerson","MidWest",16222.6211,572674.129054668,1071921.3,1.83
2016,"March","Imports","Huntingdon","West",9656.280247,340875.980907828,602890.89,1.72
2016,"March","Imports","Iroquois","East",39381.248607,1390195.95588651,2666234.72,1.86
2016,"March","Imports","Niagara Falls","East",512259.7,18083260.1426724,46711956.75,2.51
2016,"March","Imports","Ojibway (Windsor)","MidWest",97340.042,3436197.11209891,5709145.47,1.62
2016,"March","Imports","Sarnia","MidWest",116485.902772,4112064.41338274,7755720.05,1.85
2016,"March","Imports","Sarnia/Blue Water","MidWest",25649.38,905447.785641263,1763113.97,1.86
2016,"March","Imports","Sault Ste Marie","MidWest",217.36,7673.01707436924,14906.09,1.86
2016,"March","Imports","St Clair","MidWest",564090.498342,19912937.1791849,37597683.94,1.82
2016,"March","Imports","St Stephen","East",59624.7,2104809.26184277,4682370.3,2.13
2016,"April","Exports","Aden","MidWest",9817.1428,346554.583759298,294010.56,0.87
2016,"April","Exports","Brunswick","East",15820.268,558470.677609024,2543928.76,4.29
2016,"April","Exports","Cardston","MidWest",61022.05,2154137.06092664,2237151.27,1.02
2016,"April","Exports","Chippawa","East",506.1267,17866.7593434586,35743.66,1.99
2016,"April","Exports","Cornwall","East",7375.9496,260378.115662896,1401687.78,5.24
